millis,Pressure,Pitch,Roll,DrawWire,Rot.Pos,LinMassPos,yaw,
1.51,,,,,,,,
656822,138,-4.41,-3.94,303,302,543,349.51, 
1.51,,,,,,,,
656846,138,-4.41,-3.94,303,302,543,349.51, 
1.51,,,,,,,,
656891,138,-4.41,-3.94,303,303,543,349.52, 
1.51,,,,,,,,
656916,138,-4.41,-3.94,303,302,543,349.52, 
1.51,,,,,,,,
656942,138,-4.41,-3.94,303,302,543,349.52, 
1.51,,,,,,,,
656958,138,-4.41,-3.94,303,302,543,349.52, 
1.51,,,,,,,,
656974,138,-4.41,-3.94,303,302,543,349.52, 
1.51,,,,,,,,
656992,138,-4.41,-3.94,303,302,543,349.53, 
1.51,,,,,,,,
657017,138,-4.41,-3.94,303,302,543,349.53, 
1.51,,,,,,,,
657033,138,-4.41,-3.94,303,302,543,349.53, 
1.51,,,,,,,,
657049,138,-4.41,-3.94,303,301,543,349.53, 
1.51,,,,,,,,
657074,138,-4.41,-3.94,303,299,543,349.53, 
1.51,,,,,,,,
657091,138,-4.41,-3.94,303,302,543,349.54, 
1.51,,,,,,,,
657106,138,-4.41,-3.94,303,301,543,349.54, 
1.51,,,,,,,,
657123,138,-4.41,-3.94,303,302,543,349.54, 
1.51,,,,,,,,
657148,138,-4.41,-3.94,303,301,543,349.54, 
1.51,,,,,,,,
657164,138,-4.41,-3.94,303,301,543,349.54, 
1.51,,,,,,,,
657180,138,-4.41,-3.94,303,301,543,349.54, 
1.51,,,,,,,,
657206,138,-4.41,-3.94,303,301,543,349.55, 
1.55,,,,,,,,
657222,138,-4.41,-3.94,303,301,543,349.55, 
1.51,,,,,,,,
657239,139,-4.41,-3.94,303,301,543,349.55, 
1.51,,,,,,,,
657267,138,-4.41,-3.94,303,299,543,349.55, 
1.51,,,,,,,,
657285,138,-4.41,-3.94,303,301,543,349.55, 
1.51,,,,,,,,
657301,138,-4.41,-3.94,303,301,543,349.56, 
1.51,,,,,,,,
657317,138,-4.41,-3.94,303,302,543,349.56, 
1.51,,,,,,,,
657344,138,-4.41,-3.94,303,301,543,349.56, 
1.51,,,,,,,,
657360,138,-4.41,-3.94,303,302,543,349.56, 
1.51,,,,,,,,
657405,138,-4.42,-3.94,303,303,543,349.57, 
1.51,,,,,,,,
657439,138,-4.42,-3.94,303,303,543,349.57, 
1.55,,,,,,,,
657456,138,-4.42,-3.94,303,303,543,349.57, 
1.51,,,,,,,,
657471,138,-4.42,-3.94,303,299,543,349.57, 
1.51,,,,,,,,
657498,138,-4.41,-3.94,303,303,543,349.58, 
1.51,,,,,,,,
657514,138,-4.41,-3.94,303,302,543,349.58, 
1.51,,,,,,,,
657530,138,-4.41,-3.94,303,302,543,349.58, 
1.51,,,,,,,,
657546,138,-4.41,-3.94,303,302,543,349.58, 
1.51,,,,,,,,
657572,138,-4.41,-3.94,303,298,543,349.58, 
1.55,,,,,,,,
657589,138,-4.41,-3.94,303,302,543,349.58, 
1.51,,,,,,,,
657605,138,-4.41,-3.94,303,301,543,349.6, 
1.51,,,,,,,,
657631,138,-4.41,-3.94,303,302,543,349.6, 
1.51,,,,,,,,
657647,138,-4.41,-3.94,303,302,543,349.6, 
1.51,,,,,,,,
657662,138,-4.41,-3.94,303,302,543,349.6, 
1.51,,,,,,,,
657679,138,-4.41,-3.94,303,302,543,349.6, 
1.51,,,,,,,,
657705,138,-4.42,-3.94,303,302,543,349.62, 
1.51,,,,,,,,
657722,138,-4.42,-3.94,303,301,543,349.62, 
1.51,,,,,,,,
657738,138,-4.42,-3.94,303,301,543,349.62, 
1.51,,,,,,,,
657764,138,-4.42,-3.94,303,301,543,349.62, 
1.51,,,,,,,,
657780,138,-4.42,-3.94,303,299,543,349.62, 
1.51,,,,,,,,
657798,138,-4.42,-3.94,303,301,543,349.63, 
1.51,,,,,,,,
657823,138,-4.42,-3.94,303,302,543,349.63, 
1.51,,,,,,,,
657840,138,-4.42,-3.94,303,301,543,349.63, 
1.51,,,,,,,,
657855,138,-4.42,-3.94,303,301,543,349.63, 
1.51,,,,,,,,
657871,138,-4.42,-3.94,303,299,543,349.63, 
1.51,,,,,,,,
657926,138,-4.42,-3.94,303,304,543,349.64, 
1.51,,,,,,,,
657951,138,-4.42,-3.94,303,303,543,349.64, 
1.51,,,,,,,,
657968,138,-4.42,-3.94,303,302,543,349.64, 
1.51,,,,,,,,
657994,138,-4.42,-3.94,303,303,543,349.64, 
1.51,,,,,,,,
658011,138,-4.42,-3.94,303,302,543,349.64, 
1.51,,,,,,,,
658027,138,-4.42,-3.94,303,302,543,349.64, 
1.51,,,,,,,,
658043,138,-4.42,-3.94,303,302,543,349.64, 
1.55,,,,,,,,
658069,138,-4.42,-3.94,303,301,543,349.64, 
1.51,,,,,,,,
658085,138,-4.42,-3.94,303,302,543,349.64, 
1.51,,,,,,,,
658103,138,-4.42,-3.94,303,302,543,349.65, 
1.51,,,,,,,,
658128,138,-4.42,-3.94,303,302,543,349.65, 
1.51,,,,,,,,
658145,138,-4.42,-3.94,303,302,543,349.65, 
1.51,,,,,,,,
658161,138,-4.42,-3.94,303,301,543,349.65, 
1.51,,,,,,,,
658188,138,-4.42,-3.94,303,302,543,349.65, 
1.51,,,,,,,,
658204,138,-4.42,-3.94,303,302,543,349.67, 
1.51,,,,,,,,
658221,138,-4.42,-3.94,303,302,543,349.67, 
1.51,,,,,,,,
658237,138,-4.42,-3.94,303,302,543,349.67, 
1.51,,,,,,,,
658263,138,-4.42,-3.94,303,302,543,349.67, 
1.51,,,,,,,,
658279,139,-4.42,-3.94,303,297,543,349.67, 
1.51,,,,,,,,
658296,138,-4.42,-3.94,303,302,543,349.68, 
1.51,,,,,,,,
658322,138,-4.42,-3.94,303,302,543,349.68, 
1.51,,,,,,,,
658338,138,-4.42,-3.94,303,302,543,349.68, 
1.51,,,,,,,,
658356,138,-4.42,-3.94,303,301,543,349.68, 
1.51,,,,,,,,
658446,138,-4.42,-3.96,303,305,543,349.69, 
1.51,,,,,,,,
658470,138,-4.42,-3.96,303,300,543,349.69, 
1.51,,,,,,,,
658488,138,-4.42,-3.96,303,304,543,349.69, 
1.51,,,,,,,,
658504,138,-4.42,-3.94,303,304,543,349.71, 
1.51,,,,,,,,
658541,138,-4.42,-3.94,303,303,543,349.71, 
1.51,,,,,,,,
658557,138,-4.42,-3.94,303,303,543,349.71, 
1.51,,,,,,,,
658574,138,-4.42,-3.94,303,300,543,349.71, 
1.51,,,,,,,,
658600,138,-4.42,-3.94,303,303,543,349.72, 
1.51,,,,,,,,
658617,138,-4.42,-3.94,303,302,543,349.72, 
1.51,,,,,,,,
658633,138,-4.42,-3.94,303,302,543,349.72, 
1.51,,,,,,,,
658660,138,-4.42,-3.94,303,302,543,349.72, 
1.51,,,,,,,,
658676,138,-4.42,-3.94,303,299,543,349.72, 
1.51,,,,,,,,
658693,138,-4.42,-3.94,303,302,543,349.72, 
1.51,,,,,,,,
658710,138,-4.42,-3.94,303,302,543,349.73, 
1.51,,,,,,,,
658736,138,-4.42,-3.94,303,302,543,349.73, 
1.51,,,,,,,,
658752,138,-4.42,-3.94,303,301,543,349.73, 
1.51,,,,,,,,
658768,138,-4.42,-3.94,303,302,543,349.73, 
1.51,,,,,,,,
658795,138,-4.42,-3.94,303,302,543,349.74, 
1.51,,,,,,,,
658811,138,-4.42,-3.94,303,302,543,349.74, 
1.51,,,,,,,,
658828,138,-4.42,-3.94,303,301,543,349.74, 
1.51,,,,,,,,
658853,138,-4.42,-3.94,303,302,543,349.74, 
1.51,,,,,,,,
658870,138,-4.42,-3.94,303,301,543,349.74, 
1.51,,,,,,,,
658886,138,-4.42,-3.94,303,299,543,349.74, 
1.51,,,,,,,,
658903,138,-4.42,-3.94,303,302,543,349.75, 
1.51,,,,,,,,
658957,138,-4.42,-3.94,303,303,543,349.75, 
1.51,,,,,,,,
658982,138,-4.42,-3.94,303,297,543,349.75, 
1.51,,,,,,,,
659000,138,-4.42,-3.94,303,303,543,349.76, 
1.51,,,,,,,,
659025,138,-4.42,-3.94,303,303,543,349.76, 
1.51,,,,,,,,
659042,138,-4.42,-3.94,303,302,543,349.76, 
1.51,,,,,,,,
659058,138,-4.42,-3.94,303,302,543,349.76, 
1.51,,,,,,,,
659084,138,-4.42,-3.94,303,298,543,349.76, 
1.51,,,,,,,,
659101,138,-4.42,-3.94,303,302,543,349.77, 
1.51,,,,,,,,
659118,138,-4.42,-3.94,303,302,543,349.77, 
1.51,,,,,,,,
659134,138,-4.42,-3.94,303,302,543,349.77, 
1.51,,,,,,,,
659160,138,-4.42,-3.94,303,302,543,349.77, 
1.51,,,,,,,,
659176,138,-4.42,-3.94,303,298,543,349.77, 
1.51,,,,,,,,
659193,138,-4.42,-3.94,303,302,543,349.77, 
1.51,,,,,,,,
659219,138,-4.42,-3.94,303,302,543,349.79, 
1.51,,,,,,,,
659235,138,-4.42,-3.94,303,302,543,349.79, 
1.55,,,,,,,,
659251,138,-4.42,-3.94,303,302,543,349.79, 
1.51,,,,,,,,
659267,138,-4.42,-3.94,303,298,543,349.79, 
1.51,,,,,,,,
659293,139,-4.42,-3.94,303,302,543,349.79, 
1.51,,,,,,,,
659309,138,-4.42,-3.94,303,302,543,349.8, 
1.51,,,,,,,,
659325,138,-4.42,-3.94,303,302,543,349.8, 
1.51,,,,,,,,
659351,138,-4.42,-3.94,303,302,543,349.8, 
1.51,,,,,,,,
659367,138,-4.42,-3.94,303,301,543,349.8, 
1.51,,,,,,,,
659385,138,-4.42,-3.94,303,297,543,349.8, 
1.51,,,,,,,,
659410,138,-4.42,-3.94,303,302,543,349.82, 
1.51,,,,,,,,
659427,138,-4.42,-3.94,303,302,543,349.82, 
1.51,,,,,,,,
659471,138,-4.42,-3.94,303,298,543,349.82, 
1.51,,,,,,,,
659497,138,-4.42,-3.94,303,303,543,349.83, 
1.51,,,,,,,,
659523,138,-4.42,-3.94,303,303,543,349.83, 
1.55,,,,,,,,
659539,138,-4.42,-3.94,303,302,543,349.83, 
1.51,,,,,,,,
659556,138,-4.42,-3.94,303,302,543,349.83, 
1.51,,,,,,,,
659581,138,-4.42,-3.94,303,301,543,349.83, 
1.51,,,,,,,,
659599,138,-4.42,-3.94,303,302,543,349.84, 
1.51,,,,,,,,
659615,138,-4.42,-3.94,303,302,543,349.84, 
1.51,,,,,,,,
659641,138,-4.42,-3.94,303,302,543,349.84, 
1.51,,,,,,,,
659657,138,-4.42,-3.94,303,302,543,349.84, 
1.51,,,,,,,,
659674,138,-4.42,-3.94,303,301,543,349.84, 
1.51,,,,,,,,
659690,138,-4.42,-3.94,303,302,543,349.84, 
1.51,,,,,,,,
659717,138,-4.42,-3.94,303,301,543,349.85, 
1.51,,,,,,,,
659733,138,-4.42,-3.94,303,302,543,349.85, 
1.51,,,,,,,,
659749,138,-4.42,-3.94,303,301,543,349.85, 
1.51,,,,,,,,
659775,138,-4.42,-3.94,303,299,543,349.85, 
1.51,,,,,,,,
659792,138,-4.42,-3.94,303,302,543,349.85, 
1.51,,,,,,,,
659809,138,-4.42,-3.94,303,302,543,349.86, 
1.51,,,,,,,,
659825,138,-4.42,-3.94,303,302,543,349.86, 
1.51,,,,,,,,
659851,138,-4.42,-3.94,303,301,543,349.86, 
1.51,,,,,,,,
659867,138,-4.42,-3.94,303,301,543,349.86, 
1.51,,,,,,,,
659884,139,-4.42,-3.94,303,300,543,349.86, 
1.51,,,,,,,,
659910,138,-4.42,-3.94,303,301,543,349.88, 
1.51,,,,,,,,
659927,138,-4.42,-3.94,303,301,543,349.88, 
1.55,,,,,,,,
659943,138,-4.42,-3.94,303,301,543,349.88, 
1.51,,,,,,,,
659997,138,-4.42,-3.96,303,303,543,349.89, 
1.51,,,,,,,,
660023,138,-4.42,-3.96,303,302,543,349.89, 
1.51,,,,,,,,
660039,138,-4.42,-3.96,303,302,543,349.89, 
1.51,,,,,,,,
660056,138,-4.42,-3.96,303,302,543,349.89, 
1.51,,,,,,,,
660081,138,-4.42,-3.96,303,298,543,349.89, 
1.51,,,,,,,,
660099,138,-4.42,-3.96,303,302,543,349.9, 
1.51,,,,,,,,
660115,138,-4.42,-3.96,303,301,543,349.9, 
1.51,,,,,,,,
660142,138,-4.42,-3.96,303,302,543,349.9, 
1.51,,,,,,,,
660158,138,-4.42,-3.96,303,301,543,349.9, 
1.51,,,,,,,,
660174,138,-4.42,-3.96,303,301,543,349.9, 
1.51,,,,,,,,
660201,138,-4.42,-3.94,303,302,543,349.91, 
1.51,,,,,,,,
660216,138,-4.42,-3.94,303,302,543,349.91, 
1.51,,,,,,,,
660232,138,-4.42,-3.94,303,301,543,349.91, 
1.51,,,,,,,,
660247,138,-4.42,-3.94,303,302,543,349.91, 
1.51,,,,,,,,
660273,138,-4.42,-3.94,303,302,543,349.91, 
1.51,,,,,,,,
660288,138,-4.42,-3.94,303,298,543,349.91, 
1.51,,,,,,,,
660304,138,-4.42,-3.96,303,301,543,349.93, 
1.51,,,,,,,,
660330,138,-4.42,-3.96,303,301,543,349.93, 
1.51,,,,,,,,
660346,138,-4.42,-3.96,303,302,543,349.93, 
1.51,,,,,,,,
660363,138,-4.42,-3.96,303,301,543,349.93, 
1.51,,,,,,,,
660379,138,-4.42,-3.96,303,298,543,349.93, 
1.51,,,,,,,,
660406,138,-4.42,-3.96,303,301,543,349.94, 
1.51,,,,,,,,
660422,138,-4.42,-3.96,303,301,543,349.94, 
1.51,,,,,,,,
660439,138,-4.42,-3.96,303,302,543,349.94, 
1.51,,,,,,,,
660464,138,-4.42,-3.96,303,301,543,349.94, 
1.51,,,,,,,,
660509,138,-4.42,-3.96,303,302,543,349.95, 
1.51,,,,,,,,
660534,138,-4.42,-3.96,303,302,543,349.95, 
1.51,,,,,,,,
660559,138,-4.42,-3.96,303,302,543,349.95, 
1.51,,,,,,,,
660575,138,-4.42,-3.96,303,302,543,349.95, 
1.51,,,,,,,,
660591,139,-4.42,-3.96,303,302,543,349.95, 
1.51,,,,,,,,
660608,138,-4.42,-3.94,303,302,543,349.96, 
1.51,,,,,,,,
660634,138,-4.42,-3.94,303,301,543,349.96, 
1.51,,,,,,,,
660651,139,-4.42,-3.94,303,301,543,349.96, 
1.51,,,,,,,,
660667,138,-4.42,-3.94,303,301,543,349.96, 
1.51,,,,,,,,
660692,138,-4.42,-3.94,303,302,543,349.96, 
1.51,,,,,,,,
660710,138,-4.42,-3.94,303,301,543,349.97, 
1.51,,,,,,,,
660726,138,-4.42,-3.94,303,301,543,349.97, 
1.51,,,,,,,,
660752,138,-4.42,-3.94,303,301,543,349.97, 
1.51,,,,,,,,
660768,138,-4.42,-3.94,303,301,543,349.97, 
1.55,,,,,,,,
660785,138,-4.42,-3.94,303,299,543,349.97, 
1.51,,,,,,,,
660802,138,-4.42,-3.94,303,302,543,349.98, 
1.51,,,,,,,,
660828,138,-4.42,-3.94,303,302,543,349.98, 
1.51,,,,,,,,
660844,138,-4.42,-3.94,303,302,543,349.98, 
1.51,,,,,,,,
660860,138,-4.42,-3.94,303,301,543,349.98, 
1.51,,,,,,,,
660887,138,-4.42,-3.94,303,299,543,349.98, 
1.51,,,,,,,,
660904,138,-4.42,-3.94,303,301,543,349.99, 
1.51,,,,,,,,
660921,138,-4.42,-3.94,303,301,543,349.99, 
1.51,,,,,,,,
660946,138,-4.42,-3.94,303,302,543,349.99, 
1.51,,,,,,,,
660963,138,-4.42,-3.94,303,301,543,349.99, 
1.51,,,,,,,,
660979,138,-4.42,-3.94,303,300,543,349.99, 
1.51,,,,,,,,
661024,138,-4.42,-3.94,303,304,543,350, 
1.51,,,,,,,,
661058,138,-4.42,-3.94,303,303,543,350, 
1.51,,,,,,,,
661074,138,-4.42,-3.94,303,302,543,350, 
1.51,,,,,,,,
661091,138,-4.42,-3.94,303,299,543,350, 
1.51,,,,,,,,
661116,138,-4.42,-3.96,303,303,543,350.01, 
1.51,,,,,,,,
661133,138,-4.42,-3.96,303,302,543,350.01, 
1.51,,,,,,,,
661149,138,-4.42,-3.96,303,302,543,350.01, 
1.51,,,,,,,,
661166,138,-4.42,-3.96,303,302,543,350.01, 
1.51,,,,,,,,
661192,138,-4.42,-3.96,303,301,543,350.01, 
1.51,,,,,,,,
661209,138,-4.42,-3.96,303,302,543,350.02, 
1.51,,,,,,,,
661225,138,-4.42,-3.96,303,302,543,350.02, 
1.51,,,,,,,,
661252,138,-4.42,-3.96,303,302,543,350.02, 
1.51,,,,,,,,
661268,138,-4.42,-3.96,303,302,543,350.02, 
1.51,,,,,,,,
661284,138,-4.42,-3.96,303,299,543,350.02, 
1.51,,,,,,,,
661311,138,-4.42,-3.96,303,303,543,350.04, 
1.51,,,,,,,,
661326,138,-4.42,-3.96,303,302,543,350.04, 
1.51,,,,,,,,
661343,138,-4.42,-3.96,303,302,543,350.04, 
1.51,,,,,,,,
661359,138,-4.42,-3.96,303,302,543,350.04, 
1.51,,,,,,,,
661385,138,-4.42,-3.96,303,298,543,350.04, 
1.51,,,,,,,,
661401,138,-4.42,-3.96,303,302,543,350.05, 
1.51,,,,,,,,
661417,139,-4.42,-3.96,303,301,543,350.05, 
1.51,,,,,,,,
661444,138,-4.42,-3.96,303,302,543,350.05, 
1.51,,,,,,,,
661460,139,-4.42,-3.96,303,302,543,350.05, 
1.51,,,,,,,,
661477,138,-4.42,-3.96,303,301,543,350.05, 
1.51,,,,,,,,
661531,138,-4.42,-3.96,303,303,543,350.06, 
1.51,,,,,,,,
661557,138,-4.42,-3.96,303,303,543,350.06, 
1.51,,,,,,,,
661573,138,-4.42,-3.96,303,302,543,350.06, 
1.51,,,,,,,,
661590,138,-4.42,-3.96,303,303,543,350.06, 
1.51,,,,,,,,
661616,138,-4.42,-3.96,303,302,543,350.08, 
1.51,,,,,,,,
661633,138,-4.42,-3.96,303,302,543,350.08, 
1.51,,,,,,,,
661649,138,-4.42,-3.96,303,302,543,350.08, 
1.51,,,,,,,,
661675,138,-4.42,-3.96,303,302,543,350.08, 
1.51,,,,,,,,
661692,138,-4.42,-3.96,303,298,543,350.08, 
1.51,,,,,,,,
661708,139,-4.42,-3.96,303,302,543,350.09, 
1.51,,,,,,,,
661735,138,-4.42,-3.96,303,302,543,350.09, 
1.51,,,,,,,,
661751,138,-4.42,-3.96,303,302,543,350.09, 
1.51,,,,,,,,
661768,138,-4.42,-3.96,303,301,543,350.09, 
1.51,,,,,,,,
661783,138,-4.42,-3.96,303,299,543,350.09, 
1.51,,,,,,,,
661811,138,-4.42,-3.96,303,302,543,350.1, 
1.51,,,,,,,,
661827,138,-4.42,-3.96,303,301,543,350.1, 
1.51,,,,,,,,
661843,138,-4.42,-3.96,303,302,543,350.1, 
1.51,,,,,,,,
661869,138,-4.42,-3.96,303,302,543,350.1, 
1.51,,,,,,,,
661885,138,-4.42,-3.96,303,300,543,350.1, 
1.51,,,,,,,,
661903,138,-4.42,-3.96,303,302,543,350.11, 
1.51,,,,,,,,
661928,138,-4.42,-3.96,303,303,543,350.11, 
1.51,,,,,,,,
661945,138,-4.42,-3.96,303,302,543,350.11, 
1.55,,,,,,,,
661961,138,-4.42,-3.96,303,302,543,350.11, 
1.51,,,,,,,,
661978,138,-4.42,-3.96,303,299,543,350.11, 
1.51,,,,,,,,
662032,138,-4.42,-3.94,303,304,543,350.11, 
1.51,,,,,,,,
662056,138,-4.42,-3.94,303,303,543,350.11, 
1.51,,,,,,,,
662073,138,-4.42,-3.94,303,303,543,350.11, 
1.51,,,,,,,,
662098,138,-4.42,-3.94,303,302,543,350.11, 
1.51,,,,,,,,
662115,138,-4.41,-3.94,303,302,543,350.12, 
1.51,,,,,,,,
662131,138,-4.41,-3.94,303,302,543,350.12, 
1.51,,,,,,,,
662148,138,-4.41,-3.94,303,302,543,350.12, 
1.51,,,,,,,,
662173,138,-4.41,-3.94,303,302,543,350.12, 
1.51,,,,,,,,
662191,138,-4.41,-3.94,303,300,543,350.12, 
1.51,,,,,,,,
662207,138,-4.41,-3.94,303,302,543,350.13, 
1.51,,,,,,,,
662233,138,-4.41,-3.94,303,302,543,350.13, 
1.51,,,,,,,,
662249,138,-4.41,-3.94,303,302,543,350.13, 
1.51,,,,,,,,
662265,138,-4.41,-3.94,303,302,543,350.13, 
1.51,,,,,,,,
662291,138,-4.41,-3.94,303,297,543,350.13, 
1.51,,,,,,,,
662307,138,-4.41,-3.94,303,302,543,350.15, 
1.51,,,,,,,,
662324,138,-4.41,-3.94,303,302,543,350.15, 
1.51,,,,,,,,
662340,138,-4.41,-3.94,303,302,543,350.15, 
1.51,,,,,,,,
662366,138,-4.41,-3.94,303,302,543,350.15, 
1.51,,,,,,,,
662382,138,-4.41,-3.94,303,299,543,350.15, 
1.51,,,,,,,,
662400,138,-4.41,-3.94,303,301,543,350.15, 
1.51,,,,,,,,
662426,138,-4.41,-3.94,303,302,543,350.16, 
1.55,,,,,,,,
662443,138,-4.41,-3.94,303,301,543,350.16, 
1.51,,,,,,,,
662459,138,-4.41,-3.94,303,301,543,350.16, 
1.51,,,,,,,,
662486,138,-4.41,-3.94,303,298,543,350.16, 
1.51,,,,,,,,
662502,138,-4.41,-3.94,303,302,543,350.16, 
1.51,,,,,,,,
662547,138,-4.39,-3.93,303,304,543,350.17, 
1.51,,,,,,,,
662572,138,-4.39,-3.93,303,303,543,350.17, 
1.51,,,,,,,,
662598,138,-4.39,-3.93,303,303,543,350.17, 
1.51,,,,,,,,
662615,138,-4.41,-3.93,303,302,543,350.18, 
1.51,,,,,,,,
662631,138,-4.41,-3.93,303,302,543,350.18, 
1.51,,,,,,,,
662658,138,-4.41,-3.93,303,302,543,350.18, 
1.51,,,,,,,,
662674,138,-4.41,-3.93,303,302,543,350.18, 
1.55,,,,,,,,
662690,138,-4.41,-3.93,303,302,543,350.18, 
1.51,,,,,,,,
662717,138,-4.41,-3.93,303,302,543,350.19, 
1.51,,,,,,,,
662732,139,-4.41,-3.93,303,302,543,350.19, 
1.51,,,,,,,,
662749,138,-4.41,-3.93,303,302,543,350.19, 
1.55,,,,,,,,
662765,138,-4.41,-3.93,303,302,543,350.19, 
1.51,,,,,,,,
662790,138,-4.41,-3.93,303,297,543,350.19, 
1.51,,,,,,,,
662807,138,-4.41,-3.93,303,302,543,350.2, 
1.51,,,,,,,,
662823,138,-4.41,-3.93,303,301,543,350.2, 
1.51,,,,,,,,
662849,138,-4.41,-3.93,303,302,543,350.2, 
1.51,,,,,,,,
662865,138,-4.41,-3.93,303,302,543,350.2, 
1.51,,,,,,,,
662882,138,-4.41,-3.93,303,301,543,350.2, 
1.51,,,,,,,,
662898,138,-4.41,-3.93,303,301,543,350.2, 
1.51,,,,,,,,
663009,138,-4.41,-3.93,303,304,543,350.23, 
1.51,,,,,,,,
663097,138,-4.41,-3.93,303,307,543,350.23, 
1.51,,,,,,,,
663122,138,-4.41,-3.93,303,305,543,350.24, 
1.51,,,,,,,,
663148,138,-4.41,-3.93,303,305,543,350.24, 
1.51,,,,,,,,
663164,138,-4.41,-3.93,303,304,543,350.24, 
1.51,,,,,,,,
663180,138,-4.41,-3.93,303,304,543,350.24, 
1.51,,,,,,,,
663206,138,-4.41,-3.93,303,304,543,350.24, 
1.51,,,,,,,,
663223,138,-4.41,-3.93,303,303,543,350.24, 
1.51,,,,,,,,
663239,138,-4.41,-3.93,303,303,543,350.24, 
1.51,,,,,,,,
663256,138,-4.41,-3.93,303,303,543,350.24, 
1.55,,,,,,,,
663281,138,-4.41,-3.93,303,303,543,350.24, 
1.51,,,,,,,,
663298,138,-4.41,-3.93,303,301,543,350.24, 
1.51,,,,,,,,
663315,138,-4.41,-3.93,303,302,543,350.27, 
1.51,,,,,,,,
663341,138,-4.41,-3.93,303,303,543,350.27, 
1.51,,,,,,,,
663357,138,-4.41,-3.93,303,302,543,350.27, 
1.51,,,,,,,,
663373,138,-4.41,-3.93,303,302,543,350.27, 
1.51,,,,,,,,
663399,138,-4.41,-3.93,303,302,543,350.27, 
1.51,,,,,,,,
663416,138,-4.41,-3.93,303,302,543,350.28, 
1.51,,,,,,,,
663433,138,-4.41,-3.93,303,302,543,350.28, 
1.51,,,,,,,,
663449,138,-4.41,-3.93,303,302,543,350.28, 
1.51,,,,,,,,
663475,138,-4.41,-3.93,303,302,543,350.28, 
1.51,,,,,,,,
663491,138,-4.41,-3.93,303,299,543,350.28, 
1.51,,,,,,,,
663508,138,-4.41,-3.94,303,302,543,350.29, 
1.51,,,,,,,,
663562,138,-4.41,-3.94,303,303,543,350.29, 
1.51,,,,,,,,
663586,138,-4.41,-3.94,303,300,543,350.29, 
1.51,,,,,,,,
663604,138,-4.41,-3.94,303,303,543,350.29, 
1.51,,,,,,,,
663620,138,-4.41,-3.94,303,302,543,350.3, 
1.51,,,,,,,,
663647,138,-4.41,-3.94,303,302,543,350.3, 
1.51,,,,,,,,
663663,138,-4.41,-3.94,303,302,543,350.3, 
1.51,,,,,,,,
663680,138,-4.41,-3.94,303,299,543,350.3, 
1.51,,,,,,,,
663705,138,-4.41,-3.94,303,303,543,350.3, 
1.51,,,,,,,,
663723,138,-4.41,-3.93,303,302,543,350.31, 
1.51,,,,,,,,
663738,138,-4.41,-3.93,303,302,543,350.31, 
1.51,,,,,,,,
663763,138,-4.41,-3.93,303,302,543,350.31, 
1.51,,,,,,,,
663780,138,-4.41,-3.93,303,302,543,350.31, 
1.51,,,,,,,,
663795,138,-4.41,-3.93,303,296,543,350.31, 
1.51,,,,,,,,
663813,138,-4.41,-3.93,303,302,543,350.32, 
1.51,,,,,,,,
663838,138,-4.41,-3.93,303,302,543,350.32, 
1.51,,,,,,,,
663855,138,-4.41,-3.93,303,302,543,350.32, 
1.51,,,,,,,,
663871,138,-4.41,-3.93,303,302,543,350.32, 
1.51,,,,,,,,
663897,138,-4.41,-3.93,303,297,543,350.32, 
1.51,,,,,,,,
663914,138,-4.42,-3.93,303,302,543,350.33, 
1.51,,,,,,,,
663930,138,-4.42,-3.93,303,302,543,350.33, 
1.51,,,,,,,,
663956,138,-4.42,-3.93,303,302,543,350.33, 
1.51,,,,,,,,
663972,138,-4.42,-3.93,303,302,543,350.33, 
1.51,,,,,,,,
663989,138,-4.42,-3.93,303,298,543,350.33, 
1.51,,,,,,,,
664005,138,-4.42,-3.93,303,302,543,350.33, 
1.51,,,,,,,,
664032,138,-4.42,-3.94,303,302,543,350.34, 
1.51,,,,,,,,
664075,138,-4.42,-3.94,303,303,543,350.34, 
1.51,,,,,,,,
664100,138,-4.42,-3.94,303,298,543,350.34, 
1.51,,,,,,,,
664126,138,-4.42,-3.94,303,303,543,350.35, 
1.51,,,,,,,,
664142,138,-4.42,-3.94,303,302,543,350.35, 
1.51,,,,,,,,
664159,138,-4.42,-3.94,303,302,543,350.35, 
1.51,,,,,,,,
664175,138,-4.42,-3.94,303,300,543,350.35, 
1.51,,,,,,,,
664209,138,-4.42,-3.94,303,303,543,350.37, 
1.51,,,,,,,,
664225,138,-4.42,-3.94,303,302,543,350.37, 
1.51,,,,,,,,
664242,138,-4.42,-3.94,303,302,543,350.37, 
1.51,,,,,,,,
664267,138,-4.42,-3.94,303,302,543,350.37, 
1.51,,,,,,,,
664283,138,-4.42,-3.94,303,302,543,350.37, 
1.51,,,,,,,,
664300,138,-4.42,-3.94,303,298,543,350.37, 
1.51,,,,,,,,
664326,138,-4.42,-3.93,303,302,543,350.38, 
1.51,,,,,,,,
664342,138,-4.42,-3.93,303,302,543,350.38, 
1.51,,,,,,,,
664357,138,-4.42,-3.93,303,301,543,350.38, 
1.51,,,,,,,,
664374,138,-4.42,-3.93,303,302,543,350.38, 
1.51,,,,,,,,
664399,138,-4.42,-3.93,303,298,543,350.38, 
1.51,,,,,,,,
664416,138,-4.41,-3.93,303,302,543,350.39, 
1.51,,,,,,,,
664432,138,-4.41,-3.93,303,302,543,350.39, 
